design,method,conf_int_1,conf_int_2,width,lower_error_freq,upper_error_freq,coverage
22403,wspoissonTest_midp,9.208542578958077e-4,0.035203742031203474,0.034282887773307666,0.0187,0,0.9813
22404,AC,0.0013439867995048234,0.013983826737742133,0.012639839938237309,0.0026,0.0837,0.9137
22404,CP,0.0013232542781742567,0.013369928639411199,0.012046674361236943,8e-4,0.0888,0.9104
22404,wspoissonTest,0.0013284080221679377,0.039923148907722486,0.03859474088555455,8e-4,0,0.9992
22404,wspoissonTest_midp,0.0015049409071543173,0.03408813051897211,0.03258318961181779,0.0027,0,0.9973
22405,AC,5.352845263451924e-4,0.017555765055524118,0.017020480529178924,0.0135,0.1035,0.883
22405,CP,8.924492583827099e-4,0.016444668245604463,0.015552218987221752,0.0081,0.1182,0.8737
22405,wspoissonTest,8.989684607386046e-4,0.040795477945091495,0.03989650948435289,0.0085,0,0.9915
22405,wspoissonTest_midp,0.0011122725522013785,0.034717259241817816,0.03360498668961644,0.0173,0,0.9827
22406,AC,0.0011726333591768174,0.014462162463147193,0.013289529103970375,0.0075,0.1211,0.8714
22406,CP,0.001214457686835597,0.013769587991748388,0.012555130304912792,0.0035,0.1293,0.8672
22406,wspoissonTest,0.0012199685073680246,0.04007722529629785,0.038857256788929824,0.0036,0,0.9964
22406,wspoissonTest_midp,0.0014046072027317888,0.03416826937064961,0.03276366216791782,0.0084,0,0.9916
22407,AC,8.798688887472866e-4,0.01597438270804323,0.015094513819295946,0.0117,0.1225,0.8658
22407,CP,0.0010570387942478437,0.015093279780408505,0.014036240986160662,0.0073,0.1371,0.8556
22407,wspoissonTest,0.0010632875415897763,0.04050469216214856,0.039441404620558784,0.0076,0,0.9924
22407,wspoissonTest_midp,0.0012660572609043876,0.034511726769331605,0.033245669508427216,0.0144,0,0.9856
22408,AC,0.0011093881572461315,0.014739927721680703,0.013630539564434573,0.0088,0.1367,0.8545
22408,CP,0.001177877428823137,0.014012014419125519,0.012834136990302381,0.0051,0.1471,0.8478
22408,wspoissonTest,0.001183616257730513,0.04018813518594808,0.039004518928217574,0.0052,0,0.9948
22408,wspoissonTest_midp,0.0013718028110504708,0.03425208109519639,0.032880278284145914,0.0117,0,0.9883
22409,AC,0.0010276794065737934,0.015318210696391719,0.014290531289817925,0.0109,0.1502,0.8389
22409,CP,0.0011362229249634978,0.014531462968359407,0.01339524004339591,0.0068,0.1614,0.8318
22409,wspoissonTest,0.0011423729394178,0.04042492344776905,0.039282550508351256,0.0071,0,0.9929
22409,wspoissonTest_midp,0.0013367952379217938,0.03445977040053538,0.03312297516261359,0.0132,0,0.9868
22410,AC,0.00107128866510677,0.014981705135216085,0.013910416470109314,0.0114,0.1444,0.8442
22410,CP,0.0011586667257106394,0.014227126573008725,0.013068459847298087,0.0074,0.1535,0.8391
22410,wspoissonTest,0.001164571235471817,0.04028090900197062,0.0391163377664988,0.0077,0,0.9923
22410,wspoissonTest_midp,0.0013551367153164945,0.034330848126790825,0.03297571141147433,0.0135,0,0.9865
22411,AC,0.0010422443357757927,0.015059891610907174,0.01401764727513138,0.0101,0.1507,0.8392
22411,CP,0.0011411014401845043,0.014293267062712998,0.013152165622528493,0.007,0.1613,0.8317
22411,wspoissonTest,0.0011471086167590973,0.0403294483087287,0.0391823396919696,0.0072,0,0.9928
22411,wspoissonTest_midp,0.0013380460200703975,0.03436789049079257,0.03302984447072217,0.0126,0,0.98740000000000006
22412,AC,0.001075973601337692,0.014845579221978654,0.013769605620640961,0.0122,0.1497,0.8381
22412,CP,0.0011594139486759292,0.014101581922591377,0.012942167973915448,0.0079,0.1609,0.8312
22412,wspoissonTest,0.001165339297251115,0.040254758950889126,0.03908941965363801,0.0079,0,0.9921
22412,wspoissonTest_midp,0.0013542442288438994,0.03430081574218536,0.03294657151334146,0.015,0,0.985
22413,AC,0.0010383224373394138,0.015240690934339106,0.014202368496999691,0.0125,0.1458,0.8417
22413,CP,0.0011456483347835624,0.01445913166167639,0.013313483326892828,0.0069,0.1572,0.8359
22413,wspoissonTest,0.001151724484861381,0.04038337840465962,0.039231653919798236,0.0079,0,0.9921
22413,wspoissonTest_midp,0.0013439679631651966,0.03442398752522079,0.033080019562055585,0.0151,0,0.9849
22414,AC,0.001075986147329639,0.015225389338722039,0.0141494031913924,0.0096,0.1438,0.8466
22414,CP,0.0011680020304704788,0.014456675384703124,0.013288673354232644,0.0063,0.1558,0.8379
22414,wspoissonTest,0.0011740703821999253,0.04038826236989733,0.0392141919876974,0.0065,0,0.9935
22414,wspoissonTest_midp,0.0013684399766709337,0.034436386177174615,0.033067946200503684,0.0118,0,0.9882
22415,AC,0.02844573038456344,0.08506158250978677,0.05661585212522332,0.0169,0.019,0.9641
22415,CP,0.026654970614914474,0.08457967106662162,0.057924700451707146,0.0092,0.0209,0.9699
22415,wspoissonTest,0.026897003245203676,0.09675802153304469,0.06986101828784101,0.0104,3e-4,0.9893
22415,wspoissonTest_midp,0.028517903308976966,0.0910509444073823,0.06253304109840534,0.0177,0.0024,0.9799
22416,AC,0.030796701285726723,0.07953170019724064,0.04873499891151391,0.0177,0.0318,0.9505
22416,CP,0.029254301359894663,0.07923624215273718,0.049981940792842516,0.0108,0.0339,0.9553
22416,wspoissonTest,0.029453060598676653,0.09341183324235212,0.06395877264367547,0.0112,2e-4,0.9886
22416,wspoissonTest_midp,0.030868859459278718,0.0878604534523932,0.05699159399311449,0.018,9e-4,0.9811
22417,AC,0.03202763293596407,0.07672859301108131,0.04470096007511724,0.0157,0.0363,0.948
22417,CP,0.030633261231721498,0.07650834495823926,0.04587508372651776,0.0094,0.0379,0.9527
22417,wspoissonTest,0.030809096632884593,0.09169699952143558,0.060887902888550983,0.0108,1e-4,0.9891
22417,wspoissonTest_midp,0.03209108789307667,0.08626522577147304,0.05417413787839637,0.0163,7e-4,0.983
22418,AC,0.0332707928211958,0.07427004511574548,0.04099925229454967,3e-4,0.0076,0.9921
22418,CP,0.0320217506152643,0.0741075194863064,0.042085768871042095,3e-4,0.0082,0.9915
22418,wspoissonTest,0.032173185800365066,0.09013556491987047,0.05796237911950541,3e-4,0,0.9997
22418,wspoissonTest_midp,0.03333404721799102,0.084807827249566,0.051473780031574976,5e-4,0,0.9995
22419,AC,0.0325347488649857,0.07559844715750261,0.0430636982925169,0.0178,0.0409,0.9413
22419,CP,0.031203228094019708,0.07540578738988864,0.04420255929586893,0.0107,0.0422,0.9471
22419,wspoissonTest,0.031370295248930834,0.09102082108207385,0.05965052583314301,0.0117,0,0.9883
22419,wspoissonTest_midp,0.032589247926709156,0.08564969561554568,0.05306044768883652,0.0185,2e-4,0.9813
22420,AC,0.03304984649465479,0.07496952610537774,0.04191967961072295,0.0103,0.0283,0.9614
22420,CP,0.031764255336370395,0.07479563802621568,0.04303138268984529,0.0056,0.0296,0.9648
22420,wspoissonTest,0.0319232912735869,0.09065657290242875,0.058733281628841845,0.0062,0,0.9938
22420,wspoissonTest_midp,0.03310926547618471,0.08531159839034395,0.052202332914159245,0.0116,2e-4,0.9882
22421,AC,0.0326891742021155,0.0758349601336096,0.04314578593149411,0.0152,0.0384,0.9464
22421,CP,0.03135552122877104,0.07564351426136856,0.04428799303259753,0.0089,0.0394,0.9517
22421,wspoissonTest,0.031523187363565255,0.09123901104619773,0.059715823682632486,0.0103,0,0.9897
22421,wspoissonTest_midp,0.03274607354687439,0.08586610313535946,0.053120029588485065,0.0158,1e-4,0.9841
22422,AC,0.03292163819993046,0.07522121953498416,0.0422995813350537,0.0153,0.0349,0.9498
22422,CP,0.031621104638088274,0.07504152410179629,0.043420419463708025,0.0079,0.0354,0.9567
22422,wspoissonTest,0.03178301268159206,0.09082534762639048,0.05904233494479842,0.0087,0,0.9913
22422,wspoissonTest_midp,0.03297976236909412,0.08547188051690617,0.05249211814781206,0.0165,2e-4,0.9833
22423,AC,0.03267288171303575,0.07580767061774203,0.04313478890470629,0.0186,0.038,0.9434
22423,CP,0.03133940823610417,0.07561629502911534,0.044276886793011165,0.0112,0.039,0.9498
22423,wspoissonTest,0.03150704518204716,0.0912149678581251,0.05970792267607794,0.0123,0,0.9877
22423,wspoissonTest_midp,0.03272939332720359,0.0858426015248715,0.0531132081976679,0.0191,2e-4,0.9807
22424,AC,0.03266611859660629,0.07493415489093083,0.04226803629432454,0.0148,0.0404,0.9448
22424,CP,0.03136503610560156,0.07475154244650403,0.04338650634090247,0.0095,0.042,0.9485
22424,wspoissonTest,0.03152672373278377,0.09054663744182644,0.05901991370904266,0.0104,0,0.9896
22424,wspoissonTest_midp,0.03271999066864745,0.08519485809018426,0.05247486742153681,0.0158,2e-4,0.984
22425,AC,-5.448225224469323e-5,0.020861993284483227,0.02091647553672792,0.0116,0.2212,0.7672
22425,CP,6.740377071154255e-4,0.01931330765835661,0.018639269951241186,0.0084,0.2212,0.7704
22425,wspoissonTest,6.816392698070661e-4,0.06049346279585179,0.05981182352604473,0.0086,0,0.9914
22425,wspoissonTest_midp,8.85085308870748e-4,0.05080178787979343,0.04991670257092268,0.0168,0,0.9832
22426,AC,0.0012471416838778211,0.014434181174649202,0.01318703949077138,0.0014,0.0794,0.9192
22426,CP,0.0012569230328922463,0.01376717470751282,0.012510251674620573,5e-4,0.0875,0.912
22426,wspoissonTest,0.0012621910671359049,0.05917180148555604,0.05790961041842014,5e-4,0,0.9995
22426,wspoissonTest_midp,0.001419482010198937,0.04986868129614947,0.04844919928595054,0.0011,0,0.9989
22427,AC,4.530067314445184e-4,0.017877351652451478,0.01742434492100696,0.0125,0.1105,0.877
22427,CP,8.532293375104809e-4,0.016721682723452726,0.015868453385942245,0.0089,0.131,0.8601
22427,wspoissonTest,8.599733739239677e-4,0.05985030023673656,0.058990326862812595,0.0091,0,0.9909
22427,wspoissonTest_midp,0.0010536647519908881,0.05030135487548293,0.04924769012349204,0.0155,0,0.9845
22428,AC,0.0011044439521355443,0.01506254043080032,0.013958096478664774,0.0081,0.1241,0.8678
22428,CP,0.0011761899897581242,0.014313406530429227,0.013137216540671102,0.0051,0.1347,0.8602
22428,wspoissonTest,0.0011819840609281812,0.059354713834405846,0.05817272977347766,0.0052,0,0.9948
22428,wspoissonTest_midp,0.00135223923314558,0.04998208181011619,0.04862984257697061,0.0086,0,0.9914
22429,AC,7.984141468069882e-4,0.01631396585386492,0.01551555170705793,0.0104,0.1417,0.8479
22429,CP,0.0010097993107482186,0.015392407887408298,0.01438260857666008,0.0066,0.1575,0.8359
22429,wspoissonTest,0.0010162864090357212,0.05965808319958648,0.05864179679055076,0.0067,0,0.9933
22429,wspoissonTest_midp,0.0012002587477222468,0.05018370169646011,0.04898344294873786,0.0122,0,0.9878
22430,AC,0.0010278783661209184,0.015227225528193295,0.014199347162072377,0.0112,0.1358,0.853
22430,CP,0.0011317577615377087,0.014443713675666181,0.013311955914128473,0.0059,0.1483,0.8458
22430,wspoissonTest,0.00113763263567474,0.05938445646006682,0.05824682382439208,0.0061,0,0.9939
22430,wspoissonTest_midp,0.0013092054409094681,0.04998004097100385,0.04867083553009438,0.0119,0,0.9881
22431,AC,9.007509360882143e-4,0.01586709317530968,0.014966342239221466,0.01,0.1565,0.8335
22431,CP,0.0010627719691470115,0.015012212856707693,0.013949440887560682,0.0067,0.1675,0.8258
22431,wspoissonTest,0.0010691386263760021,0.05962194210159326,0.05855280347521726,0.007,0,0.993
22431,wspoissonTest_midp,0.0012477083278587024,0.05016672336508201,0.048919015037223304,0.0116,0,0.9884
22432,AC,0.0010167695800235843,0.015472844371312144,0.014456074791288558,0.0109,0.1505,0.8386
22432,CP,0.0011304952877898165,0.014672160590603238,0.013541665302813422,0.0065,0.1635,0.83
22432,wspoissonTest,0.0011367188574010374,0.05950471642964763,0.05836799757224659,0.0068,0,0.9932
22432,wspoissonTest_midp,0.001313000401680786,0.0500822592765475,0.04876925887486671,0.0131,0,0.9869
22433,AC,9.363771732254222e-4,0.01568567891239388,0.014749301739168458,0.0119,0.1619,0.8262
22433,CP,0.0010834411651013999,0.014852398542049101,0.0137689573769477,0.0079,0.1753,0.8168
22433,wspoissonTest,0.001089773034546067,0.059586357209392066,0.058496584174845996,0.0083,0,0.9917
22433,wspoissonTest_midp,0.0012664271752450527,0.05013753657472993,0.04887110939948487,0.0136,0,0.9864
22434,AC,0.001003060582860083,0.015467498292977678,0.014464437710117595,0.0118,0.1486,0.8396
22434,CP,0.0011210227809657252,0.014663185238455357,0.013542162457489631,0.0072,0.1609,0.8319
22434,wspoissonTest,0.001127184778915248,0.05949132243894098,0.05836413766002573,0.0077,0,0.9923
22434,wspoissonTest_midp,0.0013028126781151777,0.050066972167616644,0.04876415948950147,0.0117,0,0.9883
22435,AC,9.00350914804298e-4,0.015612020687095246,0.014711669772290948,0.0103,0.1608,0.8289
22435,CP,0.0010541380539197966,0.01477393118309027,0.013719793129170472,0.0068,0.1725,0.8207
22435,wspoissonTest,0.0010603462749820224,0.0595307886926216,0.05847044241763957,0.0072,0,0.9928
22435,wspoissonTest_midp,0.0012365021033505666,0.05007403651714433,0.048837534413793765,0.0124,0,0.9876
22436,AC,9.743218820503349e-4,0.01575292373376908,0.014778601851718743,0.0104,0.152,0.8376
22436,CP,0.0011094519838683022,0.014922903209991532,0.013813451226123229,0.0063,0.1665,0.8272
22436,wspoissonTest,0.0011157748265693504,0.05958278337314952,0.058467008546580164,0.0067,0,0.9933
22436,wspoissonTest_midp,0.0012942522242392642,0.0501518881292871,0.04885763590504783,0.0125,0,0.9875
22437,AC,0.027471168938000806,0.08695025343613319,0.05947908449813238,0.0165,0.0244,0.9591
22437,CP,0.025606642807903646,0.0863937988356314,0.06078715602772776,0.0077,0.027,0.9653
22437,wspoissonTest,0.025866333568837715,0.11158547734617355,0.08571914377733585,0.0096,0,0.9904
22437,wspoissonTest_midp,0.027484731030737137,0.10299024686613101,0.07550551583539386,0.0171,0,0.9829
22438,AC,0.030005859068820945,0.08129954896776931,0.05129368989894836,0.0177,0.0318,0.9505
22438,CP,0.028377662565325288,0.08095415141843329,0.052576488853108,0.0114,0.0343,0.9543
22438,wspoissonTest,0.02859321064009771,0.10879163062469842,0.08019841998460071,0.0122,0,0.9878
22438,wspoissonTest_midp,0.02989367583175829,0.10058978456321781,0.07069610873145951,0.0179,0,0.9821
22439,AC,0.03124143065657539,0.07855832245749898,0.0473168918009236,0.0159,0.0404,0.9437
22439,CP,0.029751783857289188,0.07829455089394823,0.048542767036659044,0.009,0.0422,0.9488
22439,wspoissonTest,0.029945314697298865,0.10743592974827428,0.0774906150509754,0.0101,0,0.9899
22439,wspoissonTest_midp,0.031052624120018194,0.09945258462763074,0.06839996050761254,0.0164,0,0.9836
22440,AC,0.032794782150119314,0.07520774003797626,0.042412957887856935,2e-4,0.0094,0.9904
22440,CP,0.03148873065165254,0.07502468675227426,0.04353595610062173,0,0.01,0.99
22440,wspoissonTest,0.031648066781232095,0.10555738863353889,0.0739093218523068,0,0,1
22440,wspoissonTest_midp,0.03253306780215869,0.09784067357252003,0.06530760577036133,2e-4,0,0.9998
22441,AC,0.03178014401236369,0.0775864872881591,0.045806343275795414,0.0147,0.0446,0.9407
22441,CP,0.030346283104868612,0.07735164769944254,0.04700536459457393,0.0092,0.0457,0.9451
22441,wspoissonTest,0.030531532624173453,0.10699080140386887,0.07645926877969542,0.0102,0,0.9898
22441,wspoissonTest_midp,0.031559369609486285,0.09909390380116326,0.06753453419167697,0.0155,0,0.9845
22442,AC,0.032525361363391216,0.07606209620773323,0.043536734844342014,0.0095,0.0294,0.9611
22442,CP,0.0311756400809949,0.07586384685551041,0.044688206774515515,0.0052,0.0304,0.9644
22442,wspoissonTest,0.031344009569235165,0.10611321055294776,0.07476920098371259,0.0058,0,0.9942
22442,wspoissonTest_midp,0.032281645584765484,0.09832338798401874,0.06604174239925326,0.0098,0,0.9902
22443,AC,0.03164633773723708,0.07713455488104695,0.04548821714380987,0.0172,0.0427,0.9401
22443,CP,0.03022368735733938,0.07690043009653709,0.0466767427391977,0.0099,0.0438,0.9463
22443,wspoissonTest,0.030406409610785924,0.10663355527920962,0.0762271456684237,0.0108,0,0.9892
22443,wspoissonTest_midp,0.031419806659231685,0.09874728432468212,0.06732747766545043,0.0176,0,0.9824
22444,AC,0.032245568316183325,0.07595176979772635,0.04370620148154302,0.0128,0.0343,0.9529
22444,CP,0.030888357053280944,0.07574723521464073,0.044858878161359785,0.0078,0.0357,0.9565
22444,wspoissonTest,0.031058171487181808,0.10596810011387423,0.07490992862669242,0.0087,0,0.9913
22444,wspoissonTest_midp,0.03200299171969976,0.09816103085939136,0.06615803913969161,0.0133,0,0.9867
22445,AC,0.031628820467502455,0.07717448982001623,0.04554566935251378,0.015,0.0449,0.9401
22445,CP,0.030204474546451344,0.07693909958247838,0.04673462503602704,0.0098,0.0467,0.9435
22445,wspoissonTest,0.030387531788800003,0.10665624332886213,0.07626871154006212,0.011,0,0.989
22445,wspoissonTest_midp,0.03140204006439781,0.09876854164537337,0.06736650158097555,0.0158,0,0.9842
22446,AC,0.03222728500184746,0.07672051337821646,0.044493228376369,0.0171,0.0374,0.9455
22446,CP,0.03084176783433507,0.0765070671220317,0.04566529928769663,0.0102,0.0391,0.9507
22446,wspoissonTest,0.031017635551301322,0.10651097924637204,0.07549334369507071,0.0113,0,0.9887
22446,wspoissonTest_midp,0.03199395159018128,0.09867076882026518,0.0666768172300839,0.0177,0,0.9823
22447,AC,1.9899909128897862e-5,0.020000972272682282,0.019981072363553384,0.0127,0.2062,0.7811
22447,CP,6.887654387013321e-4,0.018532769554147822,0.01784400411544649,0.0083,0.2062,0.7855
22447,wspoissonTest,6.958654913582249e-4,0.0487340720750412,0.04803820658368297,0.0085,0,0.9915
22447,wspoissonTest_midp,9.016542217956091e-4,0.041164049460275944,0.04026239523848033,0.0171,0,0.9829
22448,AC,0.0013538825854918016,0.013675269703416662,0.01232138711792486,0.0018,0.073,0.9252
22448,CP,0.0013252446987282954,0.013083272644305219,0.011758027945576923,8e-4,0.08,0.9192
22448,wspoissonTest,0.0013301903331152428,0.04729655719008905,0.045966366856973806,8e-4,0,0.9992
22448,wspoissonTest_midp,0.0014851455048190897,0.04013090883380269,0.038645763328983604,0.0014,0,0.9986
22449,AC,5.415050647588232e-4,0.017534317205824095,0.01699281214106527,0.0129,0.097,0.8901
22449,CP,9.002697731449037e-4,0.01642778280658783,0.015527513033442927,0.009,0.1133,0.8777
22449,wspoissonTest,9.069406532159066e-4,0.048206148276355075,0.04729920762313917,0.0094,0,0.9906
22449,wspoissonTest_midp,0.001109502151183732,0.04079028892039051,0.03968078676920678,0.0161,0,0.9839
22450,AC,0.0012245308874979605,0.014453803491592424,0.013229272604094464,0.0082,0.1077,0.8841
22450,CP,0.001252944546433736,0.013774567226819452,0.012521622680385716,0.0044,0.1167,0.8789
22450,wspoissonTest,0.0012584464591875277,0.047542301252966775,0.04628385479377925,0.0045,0,0.9955
22450,wspoissonTest_midp,0.0014291573827623844,0.04031644467121034,0.03888728728844795,0.0083,0,0.9917
22451,AC,8.717233017198192e-4,0.016134199308113377,0.015262476006393556,0.0107,0.118,0.8713
22451,CP,0.0010553709222841513,0.015243587102768819,0.014188216180484667,0.0058,0.131,0.8632
22451,wspoissonTest,0.001061764722288708,0.0480025325138859,0.04694076779159719,0.006,0,0.994
22451,wspoissonTest_midp,0.0012547860578650668,0.04066810640814899,0.03941332035028393,0.0132,0,0.9868
22452,AC,0.0011509119871971865,0.014614736074862479,0.013463824087665293,0.0093,0.1263,0.8644
22452,CP,0.0012052726345946566,0.013905840575093762,0.012700567940499105,0.0056,0.1366,0.8578
22452,wspoissonTest,0.0012109540668155676,0.04760384042062126,0.046392886353805694,0.0059,0,0.9941
22452,wspoissonTest_midp,0.0013849079400139954,0.04034219556392016,0.03895728762390616,0.011,0,0.989
22453,AC,0.0010405397828528898,0.015102529919498486,0.014061990136645598,0.0099,0.1392,0.8509
22453,CP,0.0011428785840995165,0.014333896657280831,0.013191018073181316,0.0057,0.1496,0.8447
22453,wspoissonTest,0.0011488822251402588,0.047786231145779415,0.04663734892063916,0.0061,0,0.9939
22453,wspoissonTest_midp,0.0013269801769659067,0.040488393130692586,0.03916141295372668,0.012,0,0.988
22454,AC,0.0010919427581764143,0.01497277128553335,0.013880828527356934,0.0104,0.133,0.8566
22454,CP,0.0011751576232515244,0.014224597267997671,0.013049439644746147,0.0066,0.1439,0.8495
22454,wspoissonTest,0.0011810677519257472,0.04773326678166874,0.046552199029742995,0.0066,0,0.9934
22454,wspoissonTest_midp,0.0013584996794326137,0.040449426007916955,0.03909092632848434,0.0128,0,0.9872
22455,AC,0.001058088145089519,0.01508086027968432,0.014022772134594802,0.0107,0.1444,0.8449
22455,CP,0.0011565300885793817,0.0143172675584292,0.01316073746984982,0.0064,0.1542,0.8394
22455,wspoissonTest,0.0011625574590875033,0.047788752278388684,0.046626194819301185,0.0066,0,0.9934
22455,wspoissonTest_midp,0.0013402636343159819,0.040493373447954624,0.03915310981363865,0.0116,0,0.9884
22456,AC,0.0010954977355005985,0.014799780299686038,0.01370428256418544,0.0132,0.1389,0.8479
22456,CP,0.0011738977453029655,0.014063753734860738,0.012889855989557773,0.0082,0.1489,0.8429
22456,wspoissonTest,0.001179784667230319,0.04768521590334202,0.046505431236111706,0.0087,0,0.9913
22456,wspoissonTest_midp,0.0013556342856080109,0.040397813962771645,0.039042179677163634,0.0141,0,0.9859
22457,AC,0.0010648830887270303,0.015294151721644217,0.014229268632917187,0.0109,0.1382,0.8509
22457,CP,0.0011644237894522826,0.014518979285564757,0.013354555496112475,0.0065,0.1494,0.8441
22457,wspoissonTest,0.0011706057941103618,0.04786158418602496,0.0466909783919146,0.0066,0,0.9934
22457,wspoissonTest_midp,0.0013529532546002754,0.04056805733387925,0.03921510407927897,0.014,0,0.986
22458,AC,0.0010817560062498625,0.015177206339109638,0.014095450332859775,0.0129,0.1343,0.8528
22458,CP,0.001171590027325825,0.01441501860328495,0.013243428575959124,0.0087,0.1436,0.8477
22458,wspoissonTest,0.0011777626481892095,0.04783095890158217,0.04665319625339296,0.0088,0,0.9912
22458,wspoissonTest_midp,0.0013594099581273093,0.040539667888323604,0.03918025793019629,0.015,0,0.985
22459,AC,0.02813796340469745,0.08573537665140334,0.05759741324670589,0.0162,0.0244,0.9594
22459,CP,0.02631910430160176,0.08523207633039905,0.058912972028797285,0.0093,0.0273,0.9634
22459,wspoissonTest,0.026567976332313566,0.10235031408250345,0.07578233775018989,0.0103,0,0.9897
22459,wspoissonTest_midp,0.028205300208691924,0.09548006162608619,0.06727476141739427,0.0172,4e-4,0.9824
22460,AC,0.030615668941129735,0.08006474176661256,0.049449072825482825,0.0176,0.0341,0.9483
22460,CP,0.029049546621615734,0.07975679259012042,0.05070724596850469,0.0094,0.0361,0.9545
22460,wspoissonTest,0.029253709350951007,0.09917507286187587,0.06992136351092486,0.0107,0,0.9893
22460,wspoissonTest_midp,0.030630329722175446,0.09257256791660348,0.06194223819442803,0.018,0,0.982
22461,AC,0.03187058459152641,0.07706787434333177,0.04519728975180537,0.0127,0.0371,0.9502
22461,CP,0.030458584419235456,0.07683930318072861,0.046380718761493155,0.0067,0.0385,0.9548
22461,wspoissonTest,0.030638468319517487,0.09745831992618732,0.06681985160666984,0.0075,0,0.9925
22461,wspoissonTest_midp,0.03184317667314038,0.09103817955289062,0.05919500287975024,0.0136,0,0.9864
22462,AC,0.033404358412506586,0.07375891439439718,0.0403545559818906,6e-4,0.0092,0.9902
22462,CP,0.03218111270296271,0.07360381093010229,0.04142269822713959,2e-4,0.0095,0.9903
22462,wspoissonTest,0.03232873811028653,0.09545509053618363,0.06312635242589709,3e-4,0,0.9997
22462,wspoissonTest_midp,0.03334182487983471,0.08923605840398474,0.05589423352415004,6e-4,0,0.9994
22463,AC,0.03248161129233979,0.07579685791190079,0.04331524661956099,0.0149,0.0452,0.9399
22463,CP,0.031141945913663812,0.0755996338653576,0.044457687951693796,0.0095,0.046,0.9445
22463,wspoissonTest,0.03131147537189693,0.09676542288539916,0.06545394751350223,0.0104,0,0.9896
22463,wspoissonTest_midp,0.03243004797648076,0.09043573310358553,0.05800568512710477,0.016,0,0.984
22464,AC,0.03307433855067722,0.07490023707797319,0.04182589852729597,0.0077,0.0276,0.9647
22464,CP,0.031792811178791236,0.07472713469141866,0.042934323512627416,0.0036,0.0282,0.9682
22464,wspoissonTest,0.031951513777560024,0.09624099382207273,0.06428948004451271,0.0045,0,0.9955
22464,wspoissonTest_midp,0.0330205225447569,0.08996146322972509,0.05694094068496819,0.0082,0,0.9918
22465,AC,0.03255513583886532,0.07576461197075644,0.04320947613189112,0.0136,0.0439,0.9425
22465,CP,0.03121961200463312,0.07556996410289474,0.044350352098261624,0.0085,0.0449,0.9466
22465,wspoissonTest,0.03138864379970384,0.09676673187084041,0.06537808807113657,0.0092,0,0.9908
22465,wspoissonTest_midp,0.032502116537946546,0.09044338124712809,0.05794126470918154,0.0147,0,0.9853
22466,AC,0.032807243092594404,0.0747755207101911,0.041968277617596694,0.0145,0.0367,0.9488
22466,CP,0.03151897091238324,0.07459707305730916,0.04307810214492591,0.0088,0.038,0.9532
22466,wspoissonTest,0.031678990768734,0.0960925379751659,0.06441354720643191,0.0094,0,0.9906
22466,wspoissonTest_midp,0.032750183133955,0.0898068293567852,0.05705664622283021,0.015,0,0.985
22467,AC,0.03253346836105636,0.07593181841223469,0.04339835005117833,0.0158,0.045,0.9392
22467,CP,0.03119083727264152,0.07573476674633924,0.044543929473697716,0.0092,0.0464,0.9444
22467,wspoissonTest,0.03136104168663892,0.09687801536178427,0.06551697367514535,0.0108,0,0.9892
22467,wspoissonTest_midp,0.03248270847524124,0.09054686266750178,0.058064154192260534,0.0164,0,0.9836
22468,AC,0.0328397555104876,0.0752527941674315,0.04241303865694389,0.0162,0.0409,0.9429
22468,CP,0.03153504794651559,0.07507078340186521,0.04353573545534962,0.0094,0.0429,0.9477
22468,wspoissonTest,0.0316988306830459,0.096471501642636,0.0647726709595901,0.0107,0,0.9893
22468,wspoissonTest_midp,0.03278353345937272,0.09017578690564439,0.05739225344627168,0.0169,0,0.9831
22469,AC,-8.119795745346313e-5,0.02095729435011073,0.021038492307564195,0.0122,0.2224,0.7654
22469,CP,6.628705289982655e-4,0.019392177977282356,0.01872930744828409,0.0093,0.2224,0.7683
22469,wspoissonTest,6.705416186796474e-4,0.048220585470092656,0.047550043851413,0.01,0,0.99
22469,wspoissonTest_midp,8.81087535105812e-4,0.04077559185073816,0.039894504315632344,0.018,0,0.982
22470,AC,0.0013250408490534452,0.013972326183038305,0.01264728533398486,0.0013,0.0808,0.9179
22470,CP,0.0013085527893794149,0.013354431111823753,0.01204587832244434,2e-4,0.0896,0.9102
22470,wspoissonTest,0.0013136538516034264,0.046494481029022545,0.04518082717741912,4e-4,0,0.9996
22470,wspoissonTest_midp,0.0014762441148271316,0.03948014458548503,0.0380039004706579,0.0012,0,0.9988
22471,AC,4.403107101787541e-4,0.017828252827612096,0.01738794211743334,0.0109,0.1146,0.8745
22471,CP,8.42853810793624e-4,0.016673338685389567,0.015830484874595943,0.0073,0.1292,0.8635
22471,wspoissonTest,8.495796312876223e-4,0.04741419873631824,0.04656461910503062,0.0079,0,0.9921
22471,wspoissonTest_midp,0.0010531537835243186,0.04012371562551076,0.03907056184198644,0.0147,0,0.9853
22472,AC,0.0011351831526207573,0.014711374696063055,0.0135761915434423,0.0059,0.1183,0.8758
22472,CP,0.0011921366871847005,0.01399388897761177,0.012801752290427069,0.0032,0.1293,0.8675
22472,wspoissonTest,0.0011977527386571856,0.0467253091032583,0.04552755636460111,0.0032,0,0.9968
22472,wspoissonTest_midp,0.0013741539214316906,0.03962678253368359,0.0382526286122519,0.0072,0,0.9928
